No of Bedrooms ,total_sqft,bath,No of balcony,site_location,price
2,1308,2,1,8,89.04
3,1221,3,2,8,65
3,2780,4,1,8,325
4,1200,4,1,8,200
2,1170,2,1,8,48
3,1917,3,2,8,110
3,1571,3,2,8,83
2,960,2,1,8,55
3,1881,3,0,8,95
3,1275,2,3,8,65
2,1350,2,2,8,60
4,2400,4,1,8,650
4,4500,5,3,8,150
3,1635,3,1,8,61
3,1756,3,2,8,307
4,3362,5,2,8,249
4,2732,4,3,8,194
2,1145,2,2,8,49.5
3,1335,2,3,8,73.43
1,1500,1,1,8,300
2,1050,2,1,8,50
3,1372,2,2,8,48.02
4,3335,4,3,8,290
1,620,1,1,8,86.8
3,857,3,2,8,95
9,3200,8,1,8,130
3,1864,3,3,8,115
6,510,4,1,8,70
4,1200,4,2,8,240
2,1180,2,1,8,75
3,1700,2,2,8,86
2,800,2,1,8,32
4,3758,4,2,8,450
3,1210,2,1,8,65
2,1200,2,2,8,40
3,1200,3,1,8,67.77
3,1664,3,0,8,73.95
4,1500,3,2,8,230
3,1595,3,2,8,96
3,1776,3,2,8,124
2,1245,2,1,8,83.05
2,996,2,2,8,36.5
3,1820,3,2,8,95
4,3175,4,1,8,156
5,2500,4,3,8,100
3,2019,3,1,8,70.67
4,3671,4,1,8,220
2,1346,2,1,8,76.01
3,1330,2,1,8,57
2,1354,2,2,8,70
3,1040,2,1,8,109
3,1275,2,2,8,55.46
4,3500,3,3,8,425
3,1555,3,3,8,52
2,1194,2,1,8,65
3,1485,2,2,8,90
2,1035,2,1,8,47
2,1200,2,2,8,46
2,1041,2,1,8,53
3,1310,3,1,9,63.25
2,1200,2,2,9,50
2,1285,2,2,9,82
3,1475,3,1,9,98
3,1693,3,3,9,108
2,1130,2,2,9,60
3,1578,3,1,9,180
3,1190,2,2,9,57
3,1650,3,2,9,60
2,1100,2,0,9,45
2,1020,2,1,9,48.45
3,1150,2,2,9,42.9
2,1198,2,1,9,77
3,1984,4,1,9,146
7,5000,7,0,9,299
5,900,4,0,9,90
3,1373,3,2,9,72
2,1060,2,1,9,62
2,1062,2,1,9,42.47
2,1101,2,2,9,65.5
2,1200,3,0,9,70
2,883,2,1,9,40
3,1620,2,1,9,110
2,1215,2,2,9,110
2,900,2,1,9,95
1,800,1,1,9,100
2,1200,3,2,9,44
3,1536,3,1,9,89
2,1160,2,2,9,36
2,1225,2,1,9,53.55
2,1121,2,1,9,43.72
3,1460,3,2,9,88
2,1300,2,1,9,85
2,1424,2,2,9,90
2,950,2,1,9,48
3,1350,2,0,9,83
2,1011,2,1,9,50.53
2,1219,2,2,9,40
3,1250,3,2,9,39
6,4000,6,0,9,150
3,1600,3,2,9,95
3,780,3,1,9,62
3,1270,2,2,9,50.79
3,1510,2,3,9,59
4,2462,4,3,9,124
4,850,2,1,9,65
3,1996,3,2,9,135
2,1050,2,1,9,75
3,1705,2,1,9,290
2,1252,2,2,9,55
2,1165,2,1,9,45
3,1450,2,3,9,89.6
3,1350,2,3,9,47.24
4,2790,4,3,9,198
3,2790,3,0,9,950
2,1210,2,1,9,60
4,2171,4,2,9,111
3,600,4,2,9,100
2,1100,2,2,9,35
2,1116,2,2,9,37
4,2774,4,3,9,208
3,1620,3,1,9,110
3,1840,4,1,9,175
1,602,1,1,9,26
2,1216,2,1,9,75
3,1250,3,1,9,55
2,1357,2,1,9,130
2,1250,2,1,9,68
3,1835,3,3,9,88
5,900,5,2,9,110
4,2790,5,3,9,198
2,1200,2,2,9,67
3,1713,3,2,9,110
2,940,2,1,9,43.61
3,2456,3,3,9,220
2,1180,2,2,9,50
2,1151,2,1,9,43.16
2,1140,2,2,9,46
3,2515,4,3,9,155
6,2400,5,2,9,300
2,1232,2,1,9,69.6
2,1194,2,2,9,46
3,1410,2,2,9,45.12
2,1099,2,1,9,37.5
1,933,2,1,9,58
4,1200,3,1,9,340
2,900,1,0,9,70
3,1510,3,2,9,83.05
3,1100,3,2,9,56.57
2,1128,2,1,9,65.58
2,1100,2,0,9,50
2,1547,2,2,9,103
3,1180,2,1,9,55.5
2,1140,2,2,9,56
1,602,1,1,9,38
3,1710,1,0,9,83.3
2,965,2,1,9,38
2,1060,2,1,9,42.5
2,1015,2,1,9,60
6,3000,6,3,9,300
3,1960,3,1,9,138
3,1455,2,1,9,45
3,3150,3,1,9,290
3,1300,2,2,9,52
3,2247,3,0,9,145
3,1900,2,0,9,92
3,1575,3,3,9,55
3,1385,3,3,9,90
3,1190,2,2,9,30.35
3,1370,2,2,9,87
2,1490,2,0,9,62.425
3,2367,4,3,9,340
2,1116,2,3,9,51.91
3,1350,2,2,9,54.2
2,1155,2,2,9,54.5
2,1170,2,3,9,50
3,2000,3,1,9,76
3,1470,2,2,9,84.22
2,1175,2,2,9,50
3,1634,3,2,9,68
2,1027,1,2,9,44
2,1000,2,1,9,44
3,1580,2,2,9,66.85
2,1360,2,1,9,101
2,1241,2,1,9,64
2,986,2,1,9,31
3,2144,3,2,9,140
2,1012,2,1,9,68
2,1165,2,1,9,52
4,2453,3,2,9,250
2,1160,2,2,9,64.08
2,1140,2,2,9,43
3,1550,3,1,9,50
1,645,1,1,9,16.45
4,600,3,2,9,62
3,1500,2,2,9,58
3,1564,3,1,9,103
1,530,1,1,9,18
3,1453,2,2,9,58
6,1020,6,0,10,370
2,966,2,2,10,49.9
3,912,2,1,10,70
2,950,2,2,10,47
2,1113.27,2,2,10,53
3,1753,3,2,10,120
2,1020,2,1,10,48.95
4,2400,4,2,10,375
2,1694,2,2,10,150
2,1140,2,1,10,49.39
3,1535,3,2,10,65.99
4,3900,4,2,10,410
2,1152,2,1,10,56
4,3000,5,3,10,250
2,1075,2,1,10,51.5
3,1693,3,3,10,57.39
2,1035,2,1,10,41.39
3,1168,3,0,10,70
2,1078,2,2,10,45
3,1700,3,3,10,135
4,3042,4,0,10,131
1,671,1,1,10,36.85
3,1673,3,2,10,115
2,1007,2,3,10,42
6,1800,4,0,10,324
2,1246,2,1,10,65
4,1500,3,2,10,70
4,3000,4,2,10,240
2,1170,2,1,10,71
6,800,6,3,10,98
3,1385,2,2,10,58.17
3,2350,4,3,10,285
3,1185,2,2,10,30.22
3,1320,2,2,10,60.6
2,420,2,0,10,35
3,1630,1,0,10,66.4
6,2400,6,0,10,130
4,1200,4,1,10,150
2,1304,2,3,10,100
3,1525,3,2,10,90
2,1256,2,1,10,62.8
2,908,2,1,10,26
2,1325,2,1,10,53
3,1925,2,3,10,114
3,1636,3,2,10,85
2,1095,2,1,10,35
2,1125,2,2,10,70
3,1440,2,2,10,64
2,1070,2,1,10,42.8
5,1200,4,3,10,240
2,1000,2,1,10,35
4,1200,4,1,10,230
2,1314,2,2,10,78
4,2383,5,1,10,215
3,1410,2,3,10,53.58
1,700,1,1,10,30.84
2,1136,2,1,10,48
2,1108,2,1,10,67.15
8,3250,8,1,10,600
2,948,2,1,10,75
5,1200,5,0,10,255
4,4800,4,3,10,250
3,1440,2,0,10,70
3,1710,3,2,10,100
4,2245,4,2,10,154
3,2200,4,2,10,160
2,925,2,1,10,46.5
2,1056,2,1,10,60
9,1800,10,3,10,185
1,550,1,1,10,16
2,1000,2,1,10,60
2,1266.67,2,0,10,69
2,1200,2,1,10,53.33
6,4300,6,2,10,175
3,2559,3,2,10,403
5,1903,6,2,10,140
3,1360,2,2,10,47.59
3,1700,3,1,10,79.9
3,2215,4,2,10,154
3,2250,3,1,10,200
2,1027,2,2,10,44
3,2072,3,2,10,122
2,1109,2,1,10,35.47
1,605,1,0,10,13.31
2,1150,2,0,10,44
3,2750,3,2,10,943
2,1517,2,2,10,125
4,1600,4,2,10,90
3,2666,4,1,10,200
2,1140,2,2,10,38.55
3,1450,2,2,10,62.93
3,1713,3,1,10,120
2,1096,2,2,10,39
2,1150,2,2,10,35
3,1770,3,2,10,180
4,1600,3,0,10,140
3,1600,3,2,10,95
4,3900,5,0,10,415
6,3000,6,2,10,150
2,1079,2,1,10,32.37
2,1200,3,2,10,52
2,1100,2,2,10,38
3,1320,2,1,10,95
2,1270,2,2,10,57
3,1550,3,2,10,85
2,1299,2,1,10,105
3,1200,3,0,10,105
2,1040,2,1,10,50
3,1318,2,1,10,68
2,1015,2,2,10,25.88
4,1800,3,2,10,700
3,1415,2,1,10,65
3,1707,3,2,10,115
3,1900,2,2,10,65
3,1525,2,3,10,63
4,3420,4,2,10,225
2,972,2,2,10,43
2,1140,2,1,10,50.66
8,1200,8,0,10,135
2,860,2,0,10,56
2,1200,2,0,10,46.17
2,1250,2,3,10,75
3,1452,2,2,10,46.29
3,1835,3,3,10,88
2,1025,2,2,10,45.5
1,1350,1,1,10,145
2,1065,2,3,10,33.75
3,1950.2,3,2,10,193
2,1153,2,2,10,56
2,1154,2,1,10,51.8
2,900,2,2,10,27
4,3734,5,1,10,430
4,2340,5,1,10,160
3,1585,2,2,10,79
2,1210,2,3,10,69
2,1100,2,2,10,85
2,1334,2,1,10,67.76
2,1010,2,1,10,41
1,877,1,1,10,59
3,1800,2,2,11,70
3,1630,2,1,11,98
2,1225,2,2,11,47.6
4,2000,4,0,11,120
2,1460,2,1,11,58
5,4500,7,3,11,337
2,1020,2,1,11,40
2,1019,2,2,11,49.85
3,2376,3,1,11,203
2,1300,2,1,11,50
1,530,1,1,11,20
5,850,4,2,11,90
6,1200,6,2,11,125
3,1960,3,3,11,160
2,1380,2,1,11,80
3,1445,3,2,11,65
4,3750,4,0,11,210
2,1552,2,1,11,51
3,1460,2,2,11,72
4,3606,4,2,11,312
3,1640,3,3,11,223
2,1156,2,2,11,32
2,1090,2,0,11,58
3,2039,3,2,11,168
2,987,2,1,11,49
2,850,2,3,11,28
2,1045,2,2,11,76.77
2,1050,2,1,11,38
2,1155,2,2,11,40.6
3,1650,3,0,11,122
2,1270,2,1,11,69.85
5,1600,5,3,11,140
5,1350,3,1,11,110
3,1662,3,2,11,85.5
4,600,2,2,11,90
2,1083,2,1,11,32.49
3,1680,3,2,11,85
3,2400,3,3,11,85
3,1615,3,2,11,58
3,1320,2,2,11,73
3,1390,2,2,11,80
4,3464,6,0,11,143
3,1200,3,1,11,160
3,2651,2,2,11,225
3,1430,2,2,11,75
3,2000,3,2,11,85
3,1560,3,1,11,115
3,1600,2,2,11,160
3,1700,3,2,11,95
5,3905,7,0,11,290
2,1169,2,1,11,64
2,1367,2,2,11,62
2,1290,2,3,11,40.63
2,1103,2,1,11,55
4,1300,3,0,11,75
2,1155,2,1,11,55.5
3,1477,2,2,11,80
4,3895,2,1,11,451
2,1120,2,3,11,53
2,970,2,1,11,55
3,1425,2,2,11,65
2,1000,2,1,11,38.5
3,1300,2,2,11,52
3,1500,2,3,11,82
3,1476,3,1,11,125
3,2400,3,1,11,150
2,909,2,1,11,40.9
3,1200,3,1,11,68.4
4,2932,5,0,11,195
3,1450,3,1,11,44
2,1120,2,2,11,44.24
3,1800,3,2,11,90
3,3004,4,0,11,158
3,2850,5,3,11,343
2,1155,2,1,11,40.6
2,1175,2,1,11,47
2,1250,2,2,11,60
4,1050,4,0,11,90
3,1440,3,2,11,72
4,2000,4,1,11,69
2,1250,2,2,11,65
3,1600,3,2,11,69
4,2000,3,2,11,1063
11,6000,12,0,11,150
4,3633,6,2,11,550
3,1400,3,2,11,55
1,664,1,1,11,35.4
3,2300,3,2,11,142
2,1500,2,1,11,50
4,1200,4,2,11,200
2,1133,2,2,11,40
4,3300,4,2,11,430
3,2504,3,3,11,138
2,1110,2,2,11,110
6,930,6,1,11,150
2,960,2,1,11,55
2,1464,2,2,11,56
3,1420,2,1,11,75
2,1108,2,1,11,63
2,975,2,1,11,50
3,1200,4,1,11,220
2,1295,2,1,11,55.47
7,820,7,3,11,140
2,966,2,2,11,50
3,1715,2,2,11,100
3,1250,3,3,11,40
2,945,2,1,11,45
3,1817,3,2,11,110
2,1698,2,1,11,105
9,1200,9,3,11,230
2,1333,2,1,11,86.65
3,1976,3,1,11,145
5,1200,5,1,11,225
3,1935,4,2,11,125
1,600,1,1,11,125
3,1320,2,2,11,65
4,4500,4,3,11,345
3,1752.12,3,2,11,125
2,1184,2,1,11,78
3,2800,3,1,11,400
3,1100,3,2,11,58
2,975,2,1,11,24.86
3,1445,2,1,11,89.56
3,1756,3,2,11,110
2,1500,1,0,11,218
8,800,8,0,11,140
2,1205,2,1,11,67
2,1125,2,2,11,55
2,1270,2,2,11,45
3,1680,2,3,11,92
4,1750,3,1,11,185
1,720,1,2,11,28
3,1655,3,2,11,113
2,1354,2,2,11,71
3,1660,3,1,11,110
3,1360,2,2,11,73
10,7150,13,0,11,3600
2,1150,2,2,11,45
3,1477,2,1,11,69.5
4,2785,5,3,12,295
3,1640,3,2,12,229
2,1075,2,1,12,53
3,880,3,1,12,140
2,1050,2,1,12,32
3,600,3,2,12,58
2,1253,2,1,12,102
3,1875,3,2,12,165
3,1975,3,3,12,150
3,1652,3,2,12,85
3,1464,3,2,12,56
2,929,2,1,12,46
2,1625,2,1,12,75
2,1035,2,1,12,45
3,1450,3,1,12,65
2,900,1,0,12,45
2,1010,2,1,12,40.39
3,2273,3,0,12,120
3,1200,3,2,12,68.5
2,1258,2,2,12,115
2,1068,2,1,12,40.05
3,2017,3,2,12,125
2,1112,2,2,12,40
3,1020,3,2,12,110
3,1720,3,2,12,100
2,1196,2,2,12,51.51
3,1290,2,3,12,45.15
3,1850,3,2,12,146
3,1255,2,1,12,77.68
3,880,2,1,12,18
3,1450,3,3,12,56
2,1091,2,1,12,32
2,1045,2,3,12,60
5,8321,5,3,12,2700
3,1520,2,1,12,103
3,1460,2,2,12,65
2,730,2,0,12,49.475
2,1141,2,1,12,44.4
2,1400,2,2,12,68
1,650,1,1,12,23
3,1550,2,0,12,90
4,3216,4,1,12,226
3,1156,2,2,12,44
3,2072,4,2,12,147
3,2000,3,2,12,85
2,1444,2,2,12,70
3,2000,2,2,12,85
2,1253,2,1,12,52.66
2,910.2,2,1,12,80.64
3,2600,3,2,12,140
4,1150,4,1,12,110
3,2254,3,2,12,170
2,1010,2,2,12,55
3,1577,3,2,12,67
2,1339,2,2,12,58
2,1132,2,1,12,89
2,1001,2,2,12,30
2,700,2,1,12,34.99
2,1095,2,2,12,38.33
3,1519,3,2,12,67.23
3,1655,3,1,12,113
3,800,4,0,12,88
2,1276,2,2,12,75
3,1539,3,2,12,60
3,1852,3,2,12,130
2,876,2,2,12,29.5
3,3000,5,2,12,335
2,1290,1,0,12,77.5
4,3425,5,2,12,250
0,1500,1,0,12,25.49
2,1200,2,0,12,85
3,1200,4,1,12,275
3,1310,2,0,12,46
3,1740,3,2,12,191
3,1610,2,2,12,64.4
2,1272,2,2,12,51.5
3,1110,2,2,12,29.97
2,1120,2,1,12,70
3,1186,2,2,12,55.33
8,3000,4,3,12,130
6,900,6,3,12,170
3,2200,3,2,12,98
1,800,1,0,12,72
7,3600,7,3,12,160
3,1380,3,3,12,130
3,2625,3,3,12,175
2,1230,2,1,12,58
2,1000,2,1,12,63
2,1217,2,1,12,164
2,1183,2,2,12,58.56
3,1564,3,2,12,100
8,1135,4,1,12,190
3,1350,2,2,12,47.25
2,1163,2,2,12,64.08
2,1295,2,2,12,43.9
3,1330,2,2,12,46.55
3,3100,3,0,12,400
4,2439,4,3,12,190
2,1180,2,1,12,105
2,1050,2,1,12,51
4,3496,4,0,12,262
3,1475,3,1,12,80
5,8000,5,3,12,550
4,1200,4,1,12,110
2,1053,2,1,12,53
4,1600,4,2,12,300
3,1691,3,2,12,100
2,1205,2,1,12,47
3,2030,2,1,12,182
3,1400,3,1,12,90
2,1258,2,1,12,85.5
2,883,2,1,12,37.01
2,1070,2,2,12,49
3,1410,3,3,12,90
4,2470,5,2,12,192
3,1610,3,2,12,84.53
2,1185,2,1,12,47.39
6,600,6,2,12,80
2,1100,2,2,12,55
3,1650,3,2,12,95
3,1065,3,1,12,72
3,1261,2,1,12,80
2,1170,2,1,12,39
3,1296,2,2,12,51.83
2,1070,2,1,12,60
3,1893,4,2,12,95
2,1160,2,2,12,40.58
3,1500,2,2,12,60
2,1070,2,2,12,38
2,1205,2,2,12,60
3,1320,2,1,12,38.12
3,1200,3,2,12,228
3,2024,3,2,12,103
2,1165,2,2,12,45
2,1410,2,3,12,125
2,900,2,1,12,75
3,1365,3,1,12,53.96
2,1340,2,0,12,75
2,1420,2,0,12,120
2,1000,2,1,13,38
2,782,2,2,13,55.68
3,1260,2,2,13,54
4,1863,3,2,13,104
2,1260,2,2,13,55
2,1196,2,2,13,94.42
2,1180,2,2,13,42
3,1250,3,2,13,40
2,674,2,1,13,33
3,2072,4,2,13,142
2,1350,2,3,13,80
6,2400,8,3,13,450
3,1397,3,3,13,105
4,2150,4,1,13,80
2,1200,2,2,13,78
2,1030,2,0,13,55
2,1195,2,1,13,42
1,500,1,1,13,17
1,1200,1,1,13,48
3,1560,3,0,13,92
2,1135,2,2,13,58
4,3122,6,2,13,235
3,1385,2,2,13,66.65
2,1198,2,1,13,84
2,1040,2,1,13,50
3,1697,3,2,13,114
2,1400,2,1,13,78
2,1112,2,2,13,62
2,1065,2,2,13,44.95
4,4200,4,2,13,255
3,2400,4,2,13,325
2,1180,2,3,13,42
2,1205,2,2,13,42.18
2,1200,2,2,13,45
2,1215,2,2,13,58.86
2,1084,2,1,13,58
4,700,4,2,13,110
2,1151,2,1,13,43.1
2,1070,2,2,13,47.5
3,1858,2,1,13,167
11,1200,6,3,13,150
5,2400,4,1,13,225
4,2000,4,2,13,320
2,1000,2,2,13,36
3,993,2,2,13,50
2,1415,2,3,13,67
4,3100,4,2,13,310
3,1200,3,0,13,85
2,1140,2,2,13,50.66
3,1300,3,2,13,89.13
3,1840,3,2,13,140
2,1160,2,2,13,42
2,2200,2,0,13,110
3,1465,3,2,13,80.01
4,900,4,1,13,75
2,1359,2,2,13,104
2,1040,2,1,13,48.86
3,1600,3,3,13,68
2,970,2,2,13,35
3,1200,2,1,13,65
4,2805,5,3,13,160
2,1250,1,1,13,54
6,600,4,2,13,105
6,806,3,1,13,128
2,1225,2,2,13,47
3,1850,2,2,13,89
2,1100,2,1,13,55
2,1150,2,1,13,48
2,945,2,0,13,45
2,700,2,1,13,35.07
2,1200,2,2,13,35
3,1300,3,2,13,64
2,790,2,1,13,49.5
2,1194,2,2,13,47
3,1200,3,2,13,56.58
3,1490,2,1,13,92
2,1015,2,2,13,50
1,435,1,1,13,22
3,1350,2,2,13,47.24
4,2600,4,0,13,325
4,960,4,2,13,80
3,1640,3,3,13,220
2,1215,2,1,13,68
2,1200,2,1,13,53
2,1050,2,1,13,64.8
2,1100,2,1,13,55
2,1340,2,2,13,72
2,1160,2,1,13,46.39
2,1197,2,1,13,50
2,1155,2,1,13,39
2,640,1,0,13,10.5
3,1856,4,2,13,180
1,420,1,1,13,23.5
3,1418,2,2,13,65
2,1200,2,2,13,46.5
2,1024,2,1,13,32
3,1075,2,1,13,45
4,1200,4,2,13,300
3,1445,2,1,13,83
9,1200,9,0,13,350
2,975,2,1,13,32
3,1788,3,1,13,164
4,2400,5,3,13,500
4,1320,4,3,13,249
3,1200,3,0,13,50
2,925,2,1,13,55
2,1200,2,3,13,135
2,1070,2,2,13,33.43
3,1276,2,1,13,31.9
5,1500,6,3,13,155
3,1458,2,2,13,87
1,700,1,1,13,38
4,6000,4,0,13,410
2,1469,2,2,13,99.14
2,1100,2,1,13,60
3,1870,3,3,13,180
3,1750,3,2,13,81
4,600,3,1,13,84
2,935,2,0,13,78
2,1190,2,1,13,70
3,1814,3,1,13,129
2,1080,2,2,13,46
2,1070,2,1,13,50
2,1300,2,1,13,75
2,815,2,1,13,40
3,1318,3,2,13,56
4,750,4,2,13,90
2,1197,2,1,13,79.9
3,1427,2,0,13,85
3,1400,2,2,13,86
4,2240,4,2,13,160
2,1100,2,1,13,90
4,3100,5,0,13,425
3,1200,3,1,13,75
2,1305,2,1,13,67
3,600,3,3,13,86
2,1115,2,1,13,50
3,1850,3,1,13,98
3,2000,2,2,13,360
2,1100,2,2,14,40
2,1260,2,2,14,66.78
3,1282,2,2,14,48.7
2,1010,2,1,14,29.5
6,700,3,0,14,120
2,1150,3,3,14,52.5
2,961,2,2,14,38
3,1200,3,2,14,140
2,1185,2,1,14,41
3,1740,2,0,14,95
2,1115,2,2,14,50
3,1350,2,1,14,75
3,1523,3,3,14,170
3,1700,3,2,14,115
3,3200,4,0,14,350
3,1381,2,2,14,52.48
3,1750,3,2,14,95
2,1080,2,2,14,43.2
3,912,2,1,14,39
4,3630,6,1,14,195
3,1925,3,2,14,120
3,1635,3,1,14,62
2,545,1,1,14,27
4,4000,4,1,14,520
2,900,2,0,14,64
2,1000,2,0,14,64
3,1600,3,2,14,58.14
3,1535,3,2,14,72.5
1,674,1,1,14,21
2,1200,2,0,14,55
1,730,1,1,14,35
2,1366,3,1,14,76.85
2,1260,2,1,14,75
3,1975,3,0,14,210
1,900,1,1,14,30
2,1035,2,1,14,41.43
3,1520,2,2,14,150
3,832,3,1,14,77
3,3500,3,3,14,395
2,1150,2,1,14,38
2,919,2,1,14,49
2,1400,2,2,14,68
2,1260,2,2,14,70
3,1752,3,2,14,145
4,1260,4,1,14,150
3,1500,2,1,14,130
2,780,2,1,14,35
3,1360,2,3,14,75
4,4960,4,3,14,400
2,1130,2,2,14,73
3,1550,3,1,14,75
5,1200,4,0,14,185
3,1636,3,2,14,97
3,1600,3,1,14,64
2,1104,2,1,14,35.5
4,2631,3,0,14,200
2,1060,2,1,14,48.5
3,1850,3,2,14,90
5,1200,7,2,14,125
3,1760,3,2,14,127
7,600,7,3,14,93
3,1750,3,3,14,170
2,1216,2,1,14,83
3,1100,2,1,14,53
3,1597,3,1,14,67.12
2,1314,2,3,14,83
4,3000,5,2,14,815
2,1464,2,1,14,145
3,1504,2,2,14,100
3,1200,3,1,14,56
3,1570,3,2,14,110
3,800,3,3,14,60
3,1744,3,1,14,200
3,3761,3,2,14,650
2,1530,2,1,14,185
2,1144,2,2,14,67
3,1351,2,2,14,78
2,1116,2,1,14,51.89
3,1800,3,2,14,140
4,3200,3,2,14,250
2,1255,2,1,14,53.87
2,1253,2,2,14,81.5
8,1230,6,0,14,250
2,1000,2,1,14,45
2,1080,2,1,14,37.8
3,2041,3,3,14,128
2,1175,2,1,14,29.38
3,1553,2,2,14,58.23
6,2400,4,1,14,170
3,1245,2,2,14,43.57
3,2072,4,2,14,157
2,1152,2,1,14,57
3,1832,3,1,14,116
2,1155,2,1,14,60
2,1100,2,2,14,45
2,1196,2,2,14,40.54
2,1840,1,0,14,95
2,1111,2,1,14,49.43
2,1500,2,2,14,65
3,1903,3,2,14,165
3,1700,3,3,14,125
2,1243,2,1,14,46
3,1330,2,2,14,46.55
4,3596,5,1,14,297
3,1800,2,1,14,230
3,3900,3,3,14,250
3,1220,3,1,14,35.25
2,1070,2,1,14,52
3,1555,2,1,14,67
2,1050,2,0,14,40
2,1386,2,1,14,85
3,1445,3,1,14,50
3,1240,2,1,14,83
2,986,2,1,14,30
2,1250,2,2,14,65
3,1510,2,1,14,110
3,3155,4,0,14,316
3,2990,3,2,14,170
2,1200,2,2,14,60
2,1133,2,1,14,33.99
3,1610,2,1,14,112
2,1230,2,1,14,50
3,1100,3,2,14,53
2,1141,2,1,14,50
3,2000,3,3,14,105
3,1325,2,2,14,58
2,1194,2,2,14,47
3,1230,2,2,14,31.37
3,1420,2,2,14,95
3,1625,3,1,14,150
2,891,2,1,14,26
2,1162,2,2,14,98.77
3,1575,4,3,14,100
3,1740,2,1,14,137
6,1800,6,2,14,101
2,1031,2,1,14,54.48
2,1020,2,1,14,42.48
2,907,2,1,14,40
2,1140,1,1,14,185
3,2250,3,2,15,148
3,1800,3,3,15,120
3,1909,3,2,15,88
3,1425,2,1,15,70
2,1656,2,1,15,120
2,1128,2,1,15,63
3,1419,3,3,15,75
2,1140,2,1,15,56
1,445,1,0,15,28
3,1360,2,1,15,71
2,1175,2,2,15,47
2,1135,2,1,15,39.73
2,883,2,1,15,45
4,3024,5,1,15,248
3,1639,3,1,15,98.32
2,1100,2,1,15,60
2,1052,2,2,15,50
4,2100,4,0,15,155
3,1420.61,3,1,15,115
3,2000,3,2,15,250
3,1615,3,2,15,60
7,4400,9,0,15,120
2,985,2,1,15,58
4,1470,4,2,15,34.5
2,1030,2,1,15,50
3,1567,3,3,15,90
3,3095,3,3,15,375
2,1050,2,1,15,35
3,1936,4,2,15,126
4,1152,4,1,15,230
3,1580,3,3,15,53.56
3,1685,3,2,15,95
5,1320,5,2,15,199
3,1295,2,2,15,59.5
3,2350,3,2,15,174
3,2400,2,1,15,150
3,1350,2,2,15,53
2,915,2,1,15,38
2,1132,2,1,15,89.37
2,769,2,1,15,40
3,1625,3,0,15,80
2,1092,2,2,15,44
2,1934,2,0,15,90
2,960,2,3,15,56
3,1700,3,3,15,88
3,1600,3,3,15,72
2,1350,2,1,15,110
2,1086,2,1,15,47.5
3,2254,3,2,15,170
4,1200,3,0,15,135
2,997,2,3,15,53
3,1711,3,3,15,75
2,1050,2,2,15,39
2,1090,2,2,15,45
2,900,2,2,15,45
2,1145,2,2,15,56
2,1240,2,1,15,44.3
2,1250,2,2,15,33
3,1100,2,3,15,85
4,4400,5,3,15,525
2,1040,2,1,15,46.79
3,997,3,2,15,55
1,840,1,0,15,75
2,1151,2,1,15,49
3,2423,4,3,15,160
1,690,1,1,15,39.8
2,1100,2,1,15,54
4,1200,2,1,15,36
3,1569,3,2,15,150
2,1050,2,1,15,45
3,1500,3,1,15,135
4,4800,5,2,15,550
3,1605,3,2,15,100
3,1829,3,2,15,125
3,1709,3,1,15,80
4,2400,5,0,15,140
2,960,2,2,15,50
3,1480,3,2,15,95
3,1600,3,3,15,79
2,950,2,0,15,32
3,1434,3,3,15,84
2,1061,2,1,15,54.92
3,2273,4,2,15,192
3,1159,2,3,15,38
2,1303,2,1,15,90
3,2070,4,2,15,160
4,3569,4,1,15,600
4,3436,5,0,15,345
3,1345,3,2,15,60
2,1000,2,1,15,38
2,432,2,1,15,65
2,1100,2,1,15,46.75
6,1380,7,2,15,130
2,1115,2,2,15,78
2,1194,2,2,15,46
1,800,1,1,15,29.5
3,1223,3,2,15,39.14
2,984,2,2,15,125
3,2940,3,1,15,232
4,1800,4,0,15,230
3,1855,3,3,15,140
4,2000,4,1,15,130
3,1630,3,2,15,131
5,2400,4,0,15,97
2,1107,2,1,15,45
1,600,1,1,15,35
2,1340,2,1,15,75
3,1881,3,2,15,145
2,1251,2,1,15,46
2,1140,2,1,15,32.92
3,2082,3,2,15,104
2,1300,2,1,15,91.65
3,1460,2,2,15,87
2,1400,2,1,15,70
6,2700,7,3,15,110
2,1007,2,1,15,68
3,1660,3,2,15,85
5,2400,5,1,15,408
3,1559,3,2,15,62
1,850,1,1,15,78
2,982,2,2,15,25.53
2,1140,2,2,15,56
3,1270,2,2,15,50.79
2,1400,2,1,15,190
2,800,2,1,15,33
3,1200,3,1,15,56.53
2,1100,2,2,15,47
4,1600,5,0,15,130
3,1500,3,1,15,73
5,1000,4,3,15,80
1,540,1,0,15,35
3,1920,3,2,15,130
9,1200,9,0,15,185
2,1206,2,3,15,53
2,850,2,0,15,38.19
3,1369,2,3,15,72
2,1688,2,0,15,280
3,1380,2,2,15,55
2,1175,2,2,16,73.5
3,1413,2,2,16,75
2,1359,2,1,16,87
3,1450,3,0,16,100
3,1208,3,1,16,45
2,1000,2,1,16,53
3,1709,3,2,16,150
3,1683,3,1,16,109
6,900,7,0,16,76
3,1145,2,2,16,60
2,1113,2,1,16,62
2,1405,2,2,16,70
1,700,1,0,16,38
3,1586,3,1,16,100
2,1200,2,1,16,54
3,1575,3,2,16,66.39
2,1180,2,2,16,58
2,1300,2,2,16,65
5,2400,5,1,16,625
4,2790,4,3,16,198
1,650,1,1,16,26
